Action ref;Action;Category;Team;Group;Children;Date;ref action;Eco tCO2e;Eco eau;Eco dechets;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;paresseux;21/04/2025;A02;0.00947;0;0.1;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;paresseux;21/04/2025;A10;0;0;0;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;paresseux;21/04/2025;A01;0.424875;0;4.486538;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;paresseux;21/04/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;paresseux;21/04/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;paresseux;21/04/2025;A05;0.027408;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;suricate;21/04/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;suricate;21/04/2025;A07;0.004964;12.6;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;dragon;22/04/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;dragon;22/04/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;dragon;22/04/2025;A01;0.424875;0;4.486538;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;dragon;22/04/2025;A09;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;dragon;22/04/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;dragon;22/04/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;dragon;22/04/2025;A05;0.027408;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;suricate;24/04/2025;A06;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;girafe;25/04/2025;A04;2.453511;0;1.390385;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;girafe;25/04/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;girafe;25/04/2025;A09;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;girafe;25/04/2025;A08;0.140658;357;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;girafe;25/04/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;27/04/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;paresseux;27/04/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;paresseux;27/04/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;paresseux;27/04/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;paresseux;27/04/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;paresseux;27/04/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;paresseux;27/04/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;dragon;28/04/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;dragon;28/04/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;dragon;28/04/2025;A12;0.54243;0;0.21;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;dragon;28/04/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;dragon;28/04/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;dragon;28/04/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;dragon;28/04/2025;A06;0.027408;0;0;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;suricate;01/05/2025;A01;0.424875;0;4.486538;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;tortue;04/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;tortue;04/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;tortue;04/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;tortue;04/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;tortue;04/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;tortue;04/05/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;tortue;04/05/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;04/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;paresseux;04/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;paresseux;04/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;paresseux;04/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;paresseux;04/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;paresseux;04/05/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;paresseux;04/05/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;dragon;10/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;dragon;10/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;dragon;10/05/2025;A12;0.54243;0;0.21;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;dragon;10/05/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;dragon;10/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;dragon;10/05/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;dragon;10/05/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;tortue;11/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;tortue;11/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;tortue;11/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;tortue;11/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;tortue;11/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;tortue;11/05/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;tortue;11/05/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;11/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;paresseux;11/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;paresseux;11/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;paresseux;11/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;paresseux;11/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;paresseux;11/05/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;paresseux;11/05/2025;A06;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;girafe;13/05/2025;A04;2.453511;0;1.390385;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;girafe;13/05/2025;A14;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;girafe;13/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;girafe;13/05/2025;A07;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;girafe;13/05/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;dauphin;13/05/2025;A11;6.932;0;0;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;dauphin;13/05/2025;A01;0.424875;0;4.486538;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;dauphin;13/05/2025;A12;0.54243;0;0.21;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;dauphin;13/05/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;dauphin;13/05/2025;A08;0.140658;357;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;dauphin;13/05/2025;A06;0.027408;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;chat;22/05/2025;A08;0.140658;357;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;chat;22/05/2025;A13;0.004964;12.6;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;chat;22/05/2025;A03;0.506;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;chat;22/05/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;chat;22/05/2025;A05;0.027408;0;0;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;chat;22/05/2025;A02;0.00947;0;0.1;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;chat;22/05/2025;A11;6.932;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;25/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;paresseux;25/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;paresseux;25/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;paresseux;25/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;paresseux;25/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;paresseux;25/05/2025;A13;0.004964;12.6;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;paresseux;25/05/2025;A05;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;tortue;25/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;tortue;25/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;tortue;25/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;tortue;25/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;tortue;25/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;tortue;25/05/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;tortue;25/05/2025;A06;0.027408;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;perroquet;05/06/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;perroquet;05/06/2025;A03;0.506;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;perroquet;05/06/2025;A04;2.453511;0;1.390385;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;perroquet;05/06/2025;A01;0.424875;0;4.486538;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;perroquet;05/06/2025;A02;0.00947;0;0.1;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;perroquet;05/06/2025;A06;0.027408;0;0;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;perroquet;05/06/2025;A09;0;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;dragon;29/05/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;dragon;29/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;dragon;29/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;dragon;29/05/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;dragon;29/05/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;dragon;29/05/2025;A13;0.004964;12.6;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;dragon;29/05/2025;A05;0.027408;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;jaguar;31/05/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;jaguar;31/05/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;jaguar;31/05/2025;A09;0;0;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;jaguar;31/05/2025;A13;0.004964;12.6;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;suricate;31/05/2025;A11;6.932;0;0;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;suricate;31/05/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;suricate;31/05/2025;A10;0;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;tortue;01/06/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;tortue;01/06/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;tortue;01/06/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;tortue;01/06/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;tortue;01/06/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;tortue;01/06/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;tortue;01/06/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;paresseux;01/06/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;paresseux;01/06/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;paresseux;01/06/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;paresseux;01/06/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;paresseux;01/06/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;paresseux;01/06/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;paresseux;01/06/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;girafe;02/06/2025;A04;2.453511;0;1.390385;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;girafe;02/06/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;girafe;02/06/2025;A09;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;girafe;02/06/2025;A08;0.140658;357;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;girafe;02/06/2025;A07;0.004964;12.6;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;girafe;02/06/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;chat;02/06/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;chat;02/06/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;chat;02/06/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;chat;02/06/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;chat;02/06/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;chat;02/06/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;chat;02/06/2025;A05;0.027408;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;poussin;03/06/2025;A14;0.54243;0;0.21;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;poussin;03/06/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;poussin;03/06/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;poussin;03/06/2025;A07;0.004964;12.6;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;poussin;03/06/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;paresseux;25/05/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;paresseux;25/05/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;paresseux;25/05/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;paresseux;25/05/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;paresseux;25/05/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;paresseux;25/05/2025;A03;0.506;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;paresseux;25/05/2025;A06;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;tortue;25/05/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;tortue;25/05/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;tortue;25/05/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;tortue;25/05/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;tortue;25/05/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;tortue;25/05/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;tortue;25/05/2025;A05;0.027408;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;perroquet;05/06/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;perroquet;05/06/2025;A13;0.004964;12.6;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;perroquet;05/06/2025;A11;6.932;0;0;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;perroquet;05/06/2025;A12;0.54243;0;0.21;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;perroquet;05/06/2025;A14;0.54243;0;0.21;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;perroquet;05/06/2025;A05;0.027408;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;perroquet;05/06/2025;A10;0;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;suricate;07/06/2025;A11;6.932;0;0;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;suricate;07/06/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;suricate;07/06/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;suricate;07/06/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;suricate;07/06/2025;A08;0.140658;357;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;dragon;08/06/2025;A04;2.453511;0;1.390385;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;dragon;08/06/2025;A14;0.54243;0;0.21;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;dragon;08/06/2025;A02;0.00947;0;0.1;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;dragon;08/06/2025;A12;0.54243;0;0.21;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;dragon;08/06/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;dragon;08/06/2025;A10;0;0;0;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;dragon;08/06/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;dragon;08/06/2025;A07;0.004964;12.6;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;dragon;08/06/2025;A08;0.140658;357;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;dragon;08/06/2025;A13;0.004964;12.6;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;dragon;08/06/2025;A03;0.506;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;dragon;08/06/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;dragon;08/06/2025;A05;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;08/06/2025;A11;6.932;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;paresseux;08/06/2025;A04;2.453511;0;1.390385;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;paresseux;08/06/2025;A14;0.54243;0;0.21;
